residual_source,setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,Q_name,Q_order,quotient_fit_status,assignment_strategy,relation_threshold,nontrivial_threshold,relation_violation_rate,quotient_holonomy_nontrivial_rate,quotient_holonomy_entropy,quotient_score,source_element_count,triangle_relation_count,quotient_certified,quotient_status,assignment_image_counts_json,quotient_holonomy_counts_json,bootstrap_samples,bootstrap_same_Q_rate,bootstrap_holonomy_distribution_stability,bootstrap_relation_violation_mean,bootstrap_nontrivial_rate_mean
real,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4224,fashion_mnist,mlp,3,64,none,monomial_activation,4224,S3,6,heuristic,random_restart_6,0.01,0.25,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""2"": 1, ""3"": 2, ""5"": 1}","{""5"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4224,fashion_mnist,mlp,3,64,none,monomial_activation,4224,S3,6,heuristic,random_restart_6,0.05,0.05,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""2"": 1, ""3"": 2, ""5"": 1}","{""5"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4224,fashion_mnist,mlp,3,64,none,monomial_activation,4224,S3,6,heuristic,random_restart_6,0.05,0.1,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""2"": 1, ""3"": 2, ""5"": 1}","{""5"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4224,fashion_mnist,mlp,3,64,none,monomial_activation,4224,S3,6,heuristic,random_restart_6,0.05,0.25,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""2"": 1, ""3"": 2, ""5"": 1}","{""5"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4224,fashion_mnist,mlp,3,64,none,monomial_activation,4224,D4,8,heuristic,random_restart_3,0.0,0.05,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""2"": 1, ""5"": 1, ""7"": 1}","{""7"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4224,fashion_mnist,mlp,3,64,none,monomial_activation,4224,D4,8,heuristic,random_restart_3,0.0,0.1,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""2"": 1, ""5"": 1, ""7"": 1}","{""7"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4224,fashion_mnist,mlp,3,64,none,monomial_activation,4224,D4,8,heuristic,random_restart_3,0.0,0.25,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""2"": 1, ""5"": 1, ""7"": 1}","{""7"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4224,fashion_mnist,mlp,3,64,none,monomial_activation,4224,D4,8,heuristic,random_restart_3,0.01,0.05,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""2"": 1, ""5"": 1, ""7"": 1}","{""7"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4224,fashion_mnist,mlp,3,64,none,monomial_activation,4224,D4,8,heuristic,random_restart_3,0.01,0.1,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""2"": 1, ""5"": 1, ""7"": 1}","{""7"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4224,fashion_mnist,mlp,3,64,none,monomial_activation,4224,D4,8,heuristic,random_restart_3,0.01,0.25,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""2"": 1, ""5"": 1, ""7"": 1}","{""7"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4224,fashion_mnist,mlp,3,64,none,monomial_activation,4224,D4,8,heuristic,random_restart_3,0.05,0.05,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""2"": 1, ""5"": 1, ""7"": 1}","{""7"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4224,fashion_mnist,mlp,3,64,none,monomial_activation,4224,D4,8,heuristic,random_restart_3,0.05,0.1,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""2"": 1, ""5"": 1, ""7"": 1}","{""7"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4224,fashion_mnist,mlp,3,64,none,monomial_activation,4224,D4,8,heuristic,random_restart_3,0.05,0.25,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""2"": 1, ""5"": 1, ""7"": 1}","{""7"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,C2,2,heuristic,random_restart_0,0.0,0.05,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 2, ""1"": 2}","{""1"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,C2,2,heuristic,random_restart_0,0.0,0.1,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 2, ""1"": 2}","{""1"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,C2,2,heuristic,random_restart_0,0.0,0.25,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 2, ""1"": 2}","{""1"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,C2,2,heuristic,random_restart_0,0.01,0.05,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 2, ""1"": 2}","{""1"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,C2,2,heuristic,random_restart_0,0.01,0.1,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 2, ""1"": 2}","{""1"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,C2,2,heuristic,random_restart_0,0.01,0.25,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 2, ""1"": 2}","{""1"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,C2,2,heuristic,random_restart_0,0.05,0.05,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 2, ""1"": 2}","{""1"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,C2,2,heuristic,random_restart_0,0.05,0.1,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 2, ""1"": 2}","{""1"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,C2,2,heuristic,random_restart_0,0.05,0.25,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 2, ""1"": 2}","{""1"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,C3,3,heuristic,random_restart_1,0.0,0.05,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""1"": 2, ""2"": 1}","{""2"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,C3,3,heuristic,random_restart_1,0.0,0.1,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""1"": 2, ""2"": 1}","{""2"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,C3,3,heuristic,random_restart_1,0.0,0.25,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""1"": 2, ""2"": 1}","{""2"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,C3,3,heuristic,random_restart_1,0.01,0.05,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""1"": 2, ""2"": 1}","{""2"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,C3,3,heuristic,random_restart_1,0.01,0.1,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""1"": 2, ""2"": 1}","{""2"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,C3,3,heuristic,random_restart_1,0.01,0.25,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""1"": 2, ""2"": 1}","{""2"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,C3,3,heuristic,random_restart_1,0.05,0.05,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""1"": 2, ""2"": 1}","{""2"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,C3,3,heuristic,random_restart_1,0.05,0.1,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""1"": 2, ""2"": 1}","{""2"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,C3,3,heuristic,random_restart_1,0.05,0.25,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""1"": 2, ""2"": 1}","{""2"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,C4,4,heuristic,random_restart_2,0.0,0.05,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 2, ""3"": 2}","{""3"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,C4,4,heuristic,random_restart_2,0.0,0.1,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 2, ""3"": 2}","{""3"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,C4,4,heuristic,random_restart_2,0.0,0.25,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 2, ""3"": 2}","{""3"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,C4,4,heuristic,random_restart_2,0.01,0.05,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 2, ""3"": 2}","{""3"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,C4,4,heuristic,random_restart_2,0.01,0.1,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 2, ""3"": 2}","{""3"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,C4,4,heuristic,random_restart_2,0.01,0.25,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 2, ""3"": 2}","{""3"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,C4,4,heuristic,random_restart_2,0.05,0.05,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 2, ""3"": 2}","{""3"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,C4,4,heuristic,random_restart_2,0.05,0.1,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 2, ""3"": 2}","{""3"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,C4,4,heuristic,random_restart_2,0.05,0.25,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 2, ""3"": 2}","{""3"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,V4,4,heuristic,random_restart_1,0.0,0.05,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 2, ""3"": 2}","{""3"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,V4,4,heuristic,random_restart_1,0.0,0.1,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 2, ""3"": 2}","{""3"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,V4,4,heuristic,random_restart_1,0.0,0.25,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 2, ""3"": 2}","{""3"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,V4,4,heuristic,random_restart_1,0.01,0.05,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 2, ""3"": 2}","{""3"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,V4,4,heuristic,random_restart_1,0.01,0.1,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 2, ""3"": 2}","{""3"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,V4,4,heuristic,random_restart_1,0.01,0.25,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 2, ""3"": 2}","{""3"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,V4,4,heuristic,random_restart_1,0.05,0.05,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 2, ""3"": 2}","{""3"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,V4,4,heuristic,random_restart_1,0.05,0.1,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 2, ""3"": 2}","{""3"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,V4,4,heuristic,random_restart_1,0.05,0.25,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 2, ""3"": 2}","{""3"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,S3,6,heuristic,random_restart_18,0.0,0.05,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""1"": 1, ""3"": 1, ""5"": 1}","{""1"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,S3,6,heuristic,random_restart_18,0.0,0.1,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""1"": 1, ""3"": 1, ""5"": 1}","{""1"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,S3,6,heuristic,random_restart_18,0.0,0.25,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""1"": 1, ""3"": 1, ""5"": 1}","{""1"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,S3,6,heuristic,random_restart_18,0.01,0.05,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""1"": 1, ""3"": 1, ""5"": 1}","{""1"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,S3,6,heuristic,random_restart_18,0.01,0.1,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""1"": 1, ""3"": 1, ""5"": 1}","{""1"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,S3,6,heuristic,random_restart_18,0.01,0.25,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""1"": 1, ""3"": 1, ""5"": 1}","{""1"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,S3,6,heuristic,random_restart_18,0.05,0.05,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""1"": 1, ""3"": 1, ""5"": 1}","{""1"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,S3,6,heuristic,random_restart_18,0.05,0.1,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""1"": 1, ""3"": 1, ""5"": 1}","{""1"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,S3,6,heuristic,random_restart_18,0.05,0.25,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""1"": 1, ""3"": 1, ""5"": 1}","{""1"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,D4,8,heuristic,random_restart_6,0.0,0.05,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}","{""1"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,D4,8,heuristic,random_restart_6,0.0,0.1,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}","{""1"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,D4,8,heuristic,random_restart_6,0.0,0.25,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}","{""1"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,D4,8,heuristic,random_restart_6,0.01,0.05,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}","{""1"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,D4,8,heuristic,random_restart_6,0.01,0.1,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}","{""1"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,D4,8,heuristic,random_restart_6,0.01,0.25,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}","{""1"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,D4,8,heuristic,random_restart_6,0.05,0.05,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}","{""1"": 1}",100,1.0,1.0,0.0,1.0
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,D4,8,heuristic,random_restart_6,0.05,0.1,0.0,1.0,-0.0,-1.0,4,1,True,certified_candidate,"{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}","{""1"": 1}",100,1.0,1.0,0.0,1.0
