setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,method,test_accuracy,test_loss,val_accuracy,val_loss,uses_validation_data,is_single_model,capacity_matched_to_weight_average,capacity_matched_to_rank_lift,branch_count,parameter_multiplier,inference_multiplier,candidate_method,selector_method,selected_candidate_method,selected_lift,selector_no_test_leakage,selector_epsilon,selector_loss_slack,best_fallback_val_accuracy,best_fallback_val_loss,best_fallback_test_accuracy,best_fallback_test_loss,selected_nonabelian_lift,implemented_nonabelian_lift_count
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4221,fashion_mnist,mlp,3,64,none,monomial_activation,4221,greedy_soup,0.819,0.5211164245605469,0.8465,0.4777002487182617,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.8465,0.4777002487182617,0.819,0.5211164245605469,False,0
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4222,fashion_mnist,mlp,3,64,none,monomial_activation,4222,greedy_soup,0.8235,0.511794189453125,0.848,0.4645640258789063,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.848,0.4645640258789063,0.8235,0.511794189453125,False,0
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4223,fashion_mnist,mlp,3,64,none,monomial_activation,4223,greedy_soup,0.8235,0.5123988437652588,0.8485,0.4667789421081543,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.8485,0.4667789421081543,0.8235,0.5123988437652588,False,0
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4224,fashion_mnist,mlp,3,64,none,monomial_activation,4224,greedy_soup,0.827,0.5077663383483887,0.8495,0.465909948348999,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.8495,0.465909948348999,0.827,0.5077663383483887,False,0
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4225,fashion_mnist,mlp,3,64,none,monomial_activation,4225,greedy_soup,0.8225,0.5165384216308594,0.8475,0.4731885147094726,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.8475,0.4731885147094726,0.8225,0.5165384216308594,False,0
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4226,fashion_mnist,mlp,3,64,none,monomial_activation,4226,greedy_soup,0.8295,0.5118249397277832,0.8495,0.4697581481933593,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.8495,0.4697581481933593,0.8295,0.5118249397277832,False,0
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4227,fashion_mnist,mlp,3,64,none,monomial_activation,4227,greedy_soup,0.825,0.5086041355133056,0.8505,0.4643579196929931,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.8505,0.4643579196929931,0.825,0.5086041355133056,False,0
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4228,fashion_mnist,mlp,3,64,none,monomial_activation,4228,greedy_soup,0.8245,0.5198283214569092,0.8465,0.4754153079986572,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.8465,0.4754153079986572,0.8245,0.5198283214569092,False,0
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4229,fashion_mnist,mlp,3,64,none,monomial_activation,4229,greedy_soup,0.823,0.5150498218536377,0.848,0.4695625972747803,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.848,0.4695625972747803,0.823,0.5150498218536377,False,0
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4200,fashion_mnist,mlp,3,64,none,monomial_weight,4200,greedy_soup,0.8225,0.5141376857757568,0.8465,0.4705034790039062,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.8465,0.4705034790039062,0.8225,0.5141376857757568,False,0
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4201,fashion_mnist,mlp,3,64,none,monomial_weight,4201,greedy_soup,0.8235,0.5161054515838623,0.85,0.4699158344268799,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.85,0.4699158344268799,0.8235,0.5161054515838623,False,0
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4202,fashion_mnist,mlp,3,64,none,monomial_weight,4202,greedy_soup,0.8245,0.5088497352600098,0.848,0.4648535766601562,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.848,0.4648535766601562,0.8245,0.5088497352600098,False,0
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4203,fashion_mnist,mlp,3,64,none,monomial_weight,4203,greedy_soup,0.8245,0.5122599945068359,0.849,0.4646896591186523,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.849,0.4646896591186523,0.8245,0.5122599945068359,False,0
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4204,fashion_mnist,mlp,3,64,none,monomial_weight,4204,greedy_soup,0.824,0.5151768341064453,0.849,0.4749413986206054,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.849,0.4749413986206054,0.824,0.5151768341064453,False,0
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4205,fashion_mnist,mlp,3,64,none,monomial_weight,4205,greedy_soup,0.822,0.5184000587463379,0.8515,0.4712280540466309,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.8515,0.4712280540466309,0.822,0.5184000587463379,False,0
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4206,fashion_mnist,mlp,3,64,none,monomial_weight,4206,greedy_soup,0.824,0.5118655433654785,0.8475,0.4682785587310791,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.8475,0.4682785587310791,0.824,0.5118655433654785,False,0
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4207,fashion_mnist,mlp,3,64,none,monomial_weight,4207,greedy_soup,0.8225,0.5153270988464356,0.8505,0.4742529239654541,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.8505,0.4742529239654541,0.8225,0.5153270988464356,False,0
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4208,fashion_mnist,mlp,3,64,none,monomial_weight,4208,greedy_soup,0.825,0.5142379150390625,0.8485,0.4735371494293213,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.8485,0.4735371494293213,0.825,0.5142379150390625,False,0
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4209,fashion_mnist,mlp,3,64,none,monomial_weight,4209,greedy_soup,0.8265,0.5130780239105225,0.848,0.4721516437530517,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.848,0.4721516437530517,0.8265,0.5130780239105225,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4200,mnist,mlp,3,64,input_noise,monomial_activation,4200,greedy_soup,0.9,0.3427259674072265,0.9225,0.2683700819015503,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.9225,0.2683700819015503,0.9,0.3427259674072265,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4201,mnist,mlp,3,64,input_noise,monomial_activation,4201,greedy_soup,0.9,0.3564757423400879,0.9155,0.2825649557113647,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.9155,0.2825649557113647,0.9,0.3564757423400879,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4202,mnist,mlp,3,64,input_noise,monomial_activation,4202,greedy_soup,0.9005,0.3446809740066528,0.9185,0.27204771900177,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.9185,0.27204771900177,0.9005,0.3446809740066528,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4203,mnist,mlp,3,64,input_noise,monomial_activation,4203,greedy_soup,0.9035,0.3462098636627197,0.9185,0.2711736879348755,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.9185,0.2711736879348755,0.9035,0.3462098636627197,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4204,mnist,mlp,3,64,input_noise,monomial_activation,4204,greedy_soup,0.8995,0.3518521575927734,0.912,0.2756653156280517,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.912,0.2756653156280517,0.8995,0.3518521575927734,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4205,mnist,mlp,3,64,input_noise,monomial_activation,4205,greedy_soup,0.9015,0.3463139705657959,0.92,0.2736353588104248,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.92,0.2736353588104248,0.9015,0.3463139705657959,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4206,mnist,mlp,3,64,input_noise,monomial_activation,4206,greedy_soup,0.9035,0.3466039972305297,0.9195,0.2682592725753784,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.9195,0.2682592725753784,0.9035,0.3466039972305297,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4207,mnist,mlp,3,64,input_noise,monomial_activation,4207,greedy_soup,0.903,0.344628830909729,0.919,0.2689922285079956,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.919,0.2689922285079956,0.903,0.344628830909729,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4208,mnist,mlp,3,64,input_noise,monomial_activation,4208,greedy_soup,0.8995,0.3447891817092895,0.919,0.2724513597488403,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.919,0.2724513597488403,0.8995,0.3447891817092895,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4209,mnist,mlp,3,64,input_noise,monomial_activation,4209,greedy_soup,0.901,0.3443786973953247,0.9205,0.2664034872055054,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.9205,0.2664034872055054,0.901,0.3443786973953247,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4210,mnist,mlp,3,64,input_noise,monomial_activation,4210,greedy_soup,0.901,0.3444574556350708,0.917,0.2710306825637817,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.917,0.2710306825637817,0.901,0.3444574556350708,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4211,mnist,mlp,3,64,input_noise,monomial_activation,4211,greedy_soup,0.902,0.3379506902694702,0.9205,0.2654149551391601,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.9205,0.2654149551391601,0.902,0.3379506902694702,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4212,mnist,mlp,3,64,input_noise,monomial_activation,4212,greedy_soup,0.899,0.3468780193328857,0.9205,0.2679523887634277,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.9205,0.2679523887634277,0.899,0.3468780193328857,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4213,mnist,mlp,3,64,input_noise,monomial_activation,4213,greedy_soup,0.9005,0.3483092660903931,0.918,0.2752531986236572,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.918,0.2752531986236572,0.9005,0.3483092660903931,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4214,mnist,mlp,3,64,input_noise,monomial_activation,4214,greedy_soup,0.903,0.3374147882461548,0.9245,0.2636285438537598,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.9245,0.2636285438537598,0.903,0.3374147882461548,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4215,mnist,mlp,3,64,input_noise,monomial_activation,4215,greedy_soup,0.904,0.3363041114807129,0.9235,0.2604943313598633,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.9235,0.2604943313598633,0.904,0.3363041114807129,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4216,mnist,mlp,3,64,input_noise,monomial_activation,4216,greedy_soup,0.9045,0.3464299573898315,0.918,0.2719768257141113,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.918,0.2719768257141113,0.9045,0.3464299573898315,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4217,mnist,mlp,3,64,input_noise,monomial_activation,4217,greedy_soup,0.9025,0.3434345760345459,0.9225,0.2669710741043091,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.9225,0.2669710741043091,0.9025,0.3434345760345459,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4218,mnist,mlp,3,64,input_noise,monomial_activation,4218,greedy_soup,0.903,0.3444978618621826,0.917,0.2700440464019775,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.917,0.2700440464019775,0.903,0.3444978618621826,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4219,mnist,mlp,3,64,input_noise,monomial_activation,4219,greedy_soup,0.902,0.3456807317733764,0.919,0.2702550230026245,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.919,0.2702550230026245,0.902,0.3456807317733764,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4220,mnist,mlp,3,64,input_noise,monomial_activation,4220,greedy_soup,0.905,0.3456932611465454,0.9215,0.2693482990264892,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.9215,0.2693482990264892,0.905,0.3456932611465454,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4221,mnist,mlp,3,64,input_noise,monomial_activation,4221,greedy_soup,0.903,0.3408288717269897,0.9195,0.2671323499679565,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.9195,0.2671323499679565,0.903,0.3408288717269897,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4222,mnist,mlp,3,64,input_noise,monomial_activation,4222,greedy_soup,0.901,0.3474509391784668,0.917,0.2716291189193726,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.917,0.2716291189193726,0.901,0.3474509391784668,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4223,mnist,mlp,3,64,input_noise,monomial_activation,4223,greedy_soup,0.9,0.349121033668518,0.9195,0.2707953290939331,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.9195,0.2707953290939331,0.9,0.349121033668518,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4224,mnist,mlp,3,64,input_noise,monomial_activation,4224,greedy_soup,0.898,0.3536092767715454,0.917,0.2819397630691528,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.917,0.2819397630691528,0.898,0.3536092767715454,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,mnist,mlp,3,64,input_noise,monomial_activation,4225,greedy_soup,0.8975,0.3543015031814575,0.92,0.277450795173645,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.92,0.277450795173645,0.8975,0.3543015031814575,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4226,mnist,mlp,3,64,input_noise,monomial_activation,4226,greedy_soup,0.9015,0.3445041732788086,0.919,0.2700470685958862,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.919,0.2700470685958862,0.9015,0.3445041732788086,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4227,mnist,mlp,3,64,input_noise,monomial_activation,4227,greedy_soup,0.903,0.338890962600708,0.922,0.2601182918548584,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.922,0.2601182918548584,0.903,0.338890962600708,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4228,mnist,mlp,3,64,input_noise,monomial_activation,4228,greedy_soup,0.9,0.3495713176727295,0.9175,0.2732488574981689,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.9175,0.2732488574981689,0.9,0.3495713176727295,False,0
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4229,mnist,mlp,3,64,input_noise,monomial_activation,4229,greedy_soup,0.905,0.3321870393753052,0.92,0.2576883764266968,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.92,0.2576883764266968,0.905,0.3321870393753052,False,0
mnist_mlp_N3_W64_input_noise_monomial_weight,mnist_mlp_N3_W64_input_noise_monomial_weight_seed4200,mnist,mlp,3,64,input_noise,monomial_weight,4200,greedy_soup,0.9,0.3427259674072265,0.9225,0.2683700819015503,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.9225,0.2683700819015503,0.9,0.3427259674072265,False,0
mnist_mlp_N3_W64_input_noise_monomial_weight,mnist_mlp_N3_W64_input_noise_monomial_weight_seed4201,mnist,mlp,3,64,input_noise,monomial_weight,4201,greedy_soup,0.9,0.3564757423400879,0.9155,0.2825649557113647,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.9155,0.2825649557113647,0.9,0.3564757423400879,False,0
mnist_mlp_N3_W64_input_noise_monomial_weight,mnist_mlp_N3_W64_input_noise_monomial_weight_seed4202,mnist,mlp,3,64,input_noise,monomial_weight,4202,greedy_soup,0.9005,0.3446809740066528,0.9185,0.27204771900177,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.9185,0.27204771900177,0.9005,0.3446809740066528,False,0
mnist_mlp_N3_W64_input_noise_monomial_weight,mnist_mlp_N3_W64_input_noise_monomial_weight_seed4203,mnist,mlp,3,64,input_noise,monomial_weight,4203,greedy_soup,0.9035,0.3462098636627197,0.9185,0.2711736879348755,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.9185,0.2711736879348755,0.9035,0.3462098636627197,False,0
mnist_mlp_N3_W64_input_noise_monomial_weight,mnist_mlp_N3_W64_input_noise_monomial_weight_seed4204,mnist,mlp,3,64,input_noise,monomial_weight,4204,greedy_soup,0.8995,0.3518521575927734,0.912,0.2756653156280517,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.912,0.2756653156280517,0.8995,0.3518521575927734,False,0
mnist_mlp_N3_W64_input_noise_monomial_weight,mnist_mlp_N3_W64_input_noise_monomial_weight_seed4205,mnist,mlp,3,64,input_noise,monomial_weight,4205,greedy_soup,0.9015,0.3463139705657959,0.92,0.2736353588104248,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.92,0.2736353588104248,0.9015,0.3463139705657959,False,0
mnist_mlp_N3_W64_input_noise_monomial_weight,mnist_mlp_N3_W64_input_noise_monomial_weight_seed4206,mnist,mlp,3,64,input_noise,monomial_weight,4206,greedy_soup,0.9035,0.3466039972305297,0.9195,0.2682592725753784,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.9195,0.2682592725753784,0.9035,0.3466039972305297,False,0
mnist_mlp_N3_W64_input_noise_monomial_weight,mnist_mlp_N3_W64_input_noise_monomial_weight_seed4207,mnist,mlp,3,64,input_noise,monomial_weight,4207,monomial_gauge_ref0_clipped,0.9,0.3932188243865966,0.9205,0.3311288814544678,False,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.9205,0.3311288814544678,0.9,0.3932188243865966,False,0
mnist_mlp_N3_W64_input_noise_monomial_weight,mnist_mlp_N3_W64_input_noise_monomial_weight_seed4208,mnist,mlp,3,64,input_noise,monomial_weight,4208,greedy_soup,0.8995,0.3447891817092895,0.919,0.2724513597488403,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.919,0.2724513597488403,0.8995,0.3447891817092895,False,0
mnist_mlp_N3_W64_input_noise_monomial_weight,mnist_mlp_N3_W64_input_noise_monomial_weight_seed4209,mnist,mlp,3,64,input_noise,monomial_weight,4209,greedy_soup,0.901,0.3443786973953247,0.9205,0.2664034872055054,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.9205,0.2664034872055054,0.901,0.3443786973953247,False,0
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4200,mnist,mlp,3,64,none,monomial_activation,4200,greedy_soup,0.9085,0.326599383354187,0.9265,0.2491539335250854,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.9265,0.2491539335250854,0.9085,0.326599383354187,False,0
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4201,mnist,mlp,3,64,none,monomial_activation,4201,greedy_soup,0.905,0.3259668607711792,0.927,0.2462331476211547,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.927,0.2462331476211547,0.905,0.3259668607711792,False,0
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4202,mnist,mlp,3,64,none,monomial_activation,4202,greedy_soup,0.9065,0.3207232532501221,0.926,0.2433021974563598,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.926,0.2433021974563598,0.9065,0.3207232532501221,False,0
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4203,mnist,mlp,3,64,none,monomial_activation,4203,greedy_soup,0.912,0.321467526435852,0.9255,0.2472428693771362,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.9255,0.2472428693771362,0.912,0.321467526435852,False,0
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4204,mnist,mlp,3,64,none,monomial_activation,4204,greedy_soup,0.905,0.3316521892547607,0.9265,0.2512323760986328,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.9265,0.2512323760986328,0.905,0.3316521892547607,False,0
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4205,mnist,mlp,3,64,none,monomial_activation,4205,greedy_soup,0.9055,0.330729606628418,0.923,0.2573429450988769,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.923,0.2573429450988769,0.9055,0.330729606628418,False,0
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4206,mnist,mlp,3,64,none,monomial_activation,4206,greedy_soup,0.9065,0.3205843124389648,0.928,0.2454305629730224,True,True,True,False,1,1.0,1.0,best_fallback,nonabelian_holonomy_safe_selector,best_fallback,False,True,0.0,inf,0.928,0.2454305629730224,0.9065,0.3205843124389648,False,0
