setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,group_order,group_status,group_exactness,generator_count,group_exponent,holonomy_order,period_like_order,is_abelian,is_noncentral_holonomy,center_size,commutator_subgroup_size,abelianization_size,element_order_histogram,noncentral_holonomy_score,orbit_sizes_json,small_quotients_json
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4206,fashion_mnist,mlp,3,64,none,monomial_weight,4206,513,truncated_max_group_order,truncated,4,,936,936,,True,,,,{},0.9682458365518543,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4207,fashion_mnist,mlp,3,64,input_noise,monomial_weight,4207,513,truncated_max_group_order,truncated,4,,1740,1740,,True,,,,{},0.9877175393299442,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4207,fashion_mnist,mlp,3,64,none,monomial_weight,4207,513,truncated_max_group_order,truncated,4,,546,546,,True,,,,{},0.9757809372497497,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4208,fashion_mnist,mlp,3,64,input_noise,monomial_weight,4208,513,truncated_max_group_order,truncated,4,,92,92,,True,,,,{},0.982264602843857,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4208,fashion_mnist,mlp,3,64,none,monomial_weight,4208,513,truncated_max_group_order,truncated,4,,45,45,,True,,,,{},0.9900629320275555,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4209,fashion_mnist,mlp,3,64,input_noise,monomial_weight,4209,513,truncated_max_group_order,truncated,4,,372,372,,True,,,,{},0.9721462643938925,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4209,fashion_mnist,mlp,3,64,none,monomial_weight,4209,513,truncated_max_group_order,truncated,4,,84,84,,True,,,,{},0.9851187666342571,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4200,mnist,mlp,3,64,input_noise,monomial_activation,4200,513,truncated_max_group_order,truncated,4,,210,210,,True,,,,{},0.9596345332990055,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4200,mnist,mlp,3,64,none,monomial_activation,4200,513,truncated_max_group_order,truncated,4,,3420,3420,,True,,,,{},0.9721462643938925,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4201,mnist,mlp,3,64,input_noise,monomial_activation,4201,513,truncated_max_group_order,truncated,4,,378,378,,True,,,,{},0.9757809372497497,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4201,mnist,mlp,3,64,none,monomial_activation,4201,513,truncated_max_group_order,truncated,4,,180,180,,True,,,,{},0.9791528146183311,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4202,mnist,mlp,3,64,input_noise,monomial_activation,4202,513,truncated_max_group_order,truncated,4,,224,224,,True,,,,{},0.9921567416492215,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4202,mnist,mlp,3,64,none,monomial_activation,4202,513,truncated_max_group_order,truncated,4,,180,180,,True,,,,{},0.9791528146183311,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4203,mnist,mlp,3,64,input_noise,monomial_activation,4203,513,truncated_max_group_order,truncated,4,,564,564,,True,,,,{},0.9921567416492215,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4203,mnist,mlp,3,64,none,monomial_activation,4203,513,truncated_max_group_order,truncated,4,,924,924,,True,,,,{},0.9900629320275555,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4204,mnist,mlp,3,64,input_noise,monomial_activation,4204,513,truncated_max_group_order,truncated,4,,120,120,,True,,,,{},0.9757809372497497,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4204,mnist,mlp,3,64,none,monomial_activation,4204,513,truncated_max_group_order,truncated,4,,220,220,,True,,,,{},0.9851187666342571,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4205,mnist,mlp,3,64,input_noise,monomial_activation,4205,513,truncated_max_group_order,truncated,4,,462,462,,True,,,,{},0.9596345332990055,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4205,mnist,mlp,3,64,none,monomial_activation,4205,513,truncated_max_group_order,truncated,4,,696,696,,True,,,,{},0.982264602843857,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4206,mnist,mlp,3,64,input_noise,monomial_activation,4206,513,truncated_max_group_order,truncated,4,,492,492,,True,,,,{},0.9900629320275555,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4206,mnist,mlp,3,64,none,monomial_activation,4206,513,truncated_max_group_order,truncated,4,,84,84,,True,,,,{},0.9940005580355576,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4207,mnist,mlp,3,64,input_noise,monomial_activation,4207,513,truncated_max_group_order,truncated,4,,46,46,,True,,,,{},0.9596345332990055,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4207,mnist,mlp,3,64,none,monomial_activation,4207,513,truncated_max_group_order,truncated,4,,780,780,,True,,,,{},0.9682458365518543,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4208,mnist,mlp,3,64,input_noise,monomial_activation,4208,513,truncated_max_group_order,truncated,4,,42,42,,True,,,,{},0.9900629320275555,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4208,mnist,mlp,3,64,none,monomial_activation,4208,513,truncated_max_group_order,truncated,4,,2886,2886,,True,,,,{},0.9900629320275555,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4209,mnist,mlp,3,64,input_noise,monomial_activation,4209,513,truncated_max_group_order,truncated,4,,90,90,,True,,,,{},0.982264602843857,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4209,mnist,mlp,3,64,none,monomial_activation,4209,513,truncated_max_group_order,truncated,4,,3480,3480,,True,,,,{},0.9721462643938925,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4210,mnist,mlp,3,64,input_noise,monomial_activation,4210,513,truncated_max_group_order,truncated,4,,106,106,,True,,,,{},0.9900629320275555,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4210,mnist,mlp,3,64,none,monomial_activation,4210,513,truncated_max_group_order,truncated,4,,410,410,,True,,,,{},0.9682458365518543,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4211,mnist,mlp,3,64,input_noise,monomial_activation,4211,513,truncated_max_group_order,truncated,4,,3344,3344,,True,,,,{},0.9757809372497497,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4211,mnist,mlp,3,64,none,monomial_activation,4211,513,truncated_max_group_order,truncated,4,,280,280,,True,,,,{},0.9549163494123452,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4212,mnist,mlp,3,64,input_noise,monomial_activation,4212,513,truncated_max_group_order,truncated,4,,672,672,,True,,,,{},0.9851187666342571,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4212,mnist,mlp,3,64,none,monomial_activation,4212,513,truncated_max_group_order,truncated,4,,14490,14490,,True,,,,{},0.9791528146183311,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4213,mnist,mlp,3,64,input_noise,monomial_activation,4213,513,truncated_max_group_order,truncated,4,,720,720,,True,,,,{},0.9499177595981665,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4213,mnist,mlp,3,64,none,monomial_activation,4213,513,truncated_max_group_order,truncated,4,,456,456,,True,,,,{},0.9851187666342571,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4214,mnist,mlp,3,64,input_noise,monomial_activation,4214,513,truncated_max_group_order,truncated,4,,420,420,,True,,,,{},0.9791528146183311,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4214,mnist,mlp,3,64,none,monomial_activation,4214,513,truncated_max_group_order,truncated,4,,2040,2040,,True,,,,{},0.9757809372497497,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4215,mnist,mlp,3,64,input_noise,monomial_activation,4215,513,truncated_max_group_order,truncated,4,,13090,13090,,True,,,,{},0.9682458365518543,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4215,mnist,mlp,3,64,none,monomial_activation,4215,513,truncated_max_group_order,truncated,4,,42,42,,True,,,,{},0.9640764281813968,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4216,mnist,mlp,3,64,input_noise,monomial_activation,4216,513,truncated_max_group_order,truncated,4,,900,900,,True,,,,{},0.9851187666342571,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4216,mnist,mlp,3,64,none,monomial_activation,4216,513,truncated_max_group_order,truncated,4,,1870,1870,,True,,,,{},0.9877175393299442,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4217,mnist,mlp,3,64,input_noise,monomial_activation,4217,513,truncated_max_group_order,truncated,4,,98,98,,True,,,,{},0.9851187666342571,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4217,mnist,mlp,3,64,none,monomial_activation,4217,513,truncated_max_group_order,truncated,4,,1900,1900,,True,,,,{},0.9757809372497497,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4218,mnist,mlp,3,64,input_noise,monomial_activation,4218,513,truncated_max_group_order,truncated,4,,48,48,,True,,,,{},0.982264602843857,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4218,mnist,mlp,3,64,none,monomial_activation,4218,513,truncated_max_group_order,truncated,4,,1260,1260,,True,,,,{},0.9596345332990055,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4219,mnist,mlp,3,64,input_noise,monomial_activation,4219,513,truncated_max_group_order,truncated,4,,54,54,,True,,,,{},0.9851187666342571,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4219,mnist,mlp,3,64,none,monomial_activation,4219,513,truncated_max_group_order,truncated,4,,420,420,,True,,,,{},0.9791528146183311,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4220,mnist,mlp,3,64,input_noise,monomial_activation,4220,513,truncated_max_group_order,truncated,4,,840,840,,True,,,,{},0.9721462643938925,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4220,mnist,mlp,3,64,none,monomial_activation,4220,513,truncated_max_group_order,truncated,4,,390,390,,True,,,,{},0.9682458365518543,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4221,mnist,mlp,3,64,input_noise,monomial_activation,4221,513,truncated_max_group_order,truncated,4,,600,600,,True,,,,{},0.9721462643938925,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4221,mnist,mlp,3,64,none,monomial_activation,4221,513,truncated_max_group_order,truncated,4,,60,60,,True,,,,{},0.9596345332990055,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4222,mnist,mlp,3,64,input_noise,monomial_activation,4222,513,truncated_max_group_order,truncated,4,,1680,1680,,True,,,,{},0.9757809372497497,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4222,mnist,mlp,3,64,none,monomial_activation,4222,513,truncated_max_group_order,truncated,4,,540,540,,True,,,,{},0.9549163494123452,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4223,mnist,mlp,3,64,input_noise,monomial_activation,4223,513,truncated_max_group_order,truncated,4,,3220,3220,,True,,,,{},0.94463431251199,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4223,mnist,mlp,3,64,none,monomial_activation,4223,513,truncated_max_group_order,truncated,4,,1938,1938,,True,,,,{},0.94463431251199,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4224,mnist,mlp,3,64,input_noise,monomial_activation,4224,513,truncated_max_group_order,truncated,4,,7140,7140,,True,,,,{},0.94463431251199,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4224,mnist,mlp,3,64,none,monomial_activation,4224,513,truncated_max_group_order,truncated,4,,2030,2030,,True,,,,{},0.982264602843857,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,mnist,mlp,3,64,input_noise,monomial_activation,4225,513,truncated_max_group_order,truncated,4,,92,92,,True,,,,{},0.982264602843857,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4225,mnist,mlp,3,64,none,monomial_activation,4225,513,truncated_max_group_order,truncated,4,,3276,3276,,True,,,,{},0.9921567416492215,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4226,mnist,mlp,3,64,input_noise,monomial_activation,4226,513,truncated_max_group_order,truncated,4,,286,286,,True,,,,{},0.982264602843857,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4226,mnist,mlp,3,64,none,monomial_activation,4226,513,truncated_max_group_order,truncated,4,,444,444,,True,,,,{},0.9877175393299442,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4227,mnist,mlp,3,64,input_noise,monomial_activation,4227,513,truncated_max_group_order,truncated,4,,516,516,,True,,,,{},0.9877175393299442,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4227,mnist,mlp,3,64,none,monomial_activation,4227,513,truncated_max_group_order,truncated,4,,1120,1120,,True,,,,{},0.9682458365518543,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4228,mnist,mlp,3,64,input_noise,monomial_activation,4228,513,truncated_max_group_order,truncated,4,,1972,1972,,True,,,,{},0.982264602843857,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4228,mnist,mlp,3,64,none,monomial_activation,4228,513,truncated_max_group_order,truncated,4,,1938,1938,,True,,,,{},0.9851187666342571,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4229,mnist,mlp,3,64,input_noise,monomial_activation,4229,513,truncated_max_group_order,truncated,4,,210,210,,True,,,,{},0.9682458365518543,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4229,mnist,mlp,3,64,none,monomial_activation,4229,513,truncated_max_group_order,truncated,4,,330,330,,True,,,,{},0.9331932326024445,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_weight,mnist_mlp_N3_W64_input_noise_monomial_weight_seed4200,mnist,mlp,3,64,input_noise,monomial_weight,4200,513,truncated_max_group_order,truncated,4,,17765,17765,,True,,,,{},0.982264602843857,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4200,mnist,mlp,3,64,none,monomial_weight,4200,513,truncated_max_group_order,truncated,4,,962,962,,True,,,,{},0.982264602843857,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_weight,mnist_mlp_N3_W64_input_noise_monomial_weight_seed4201,mnist,mlp,3,64,input_noise,monomial_weight,4201,513,truncated_max_group_order,truncated,4,,164,164,,True,,,,{},0.9640764281813968,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4201,mnist,mlp,3,64,none,monomial_weight,4201,513,truncated_max_group_order,truncated,4,,36,36,,True,,,,{},0.9851187666342571,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_weight,mnist_mlp_N3_W64_input_noise_monomial_weight_seed4202,mnist,mlp,3,64,input_noise,monomial_weight,4202,513,truncated_max_group_order,truncated,4,,330,330,,True,,,,{},0.9921567416492215,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4202,mnist,mlp,3,64,none,monomial_weight,4202,513,truncated_max_group_order,truncated,4,,328,328,,True,,,,{},0.9851187666342571,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_weight,mnist_mlp_N3_W64_input_noise_monomial_weight_seed4203,mnist,mlp,3,64,input_noise,monomial_weight,4203,513,truncated_max_group_order,truncated,4,,220,220,,True,,,,{},0.9921567416492215,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4203,mnist,mlp,3,64,none,monomial_weight,4203,513,truncated_max_group_order,truncated,4,,3045,3045,,True,,,,{},0.9900629320275555,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_weight,mnist_mlp_N3_W64_input_noise_monomial_weight_seed4204,mnist,mlp,3,64,input_noise,monomial_weight,4204,513,truncated_max_group_order,truncated,4,,300,300,,True,,,,{},0.982264602843857,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4204,mnist,mlp,3,64,none,monomial_weight,4204,513,truncated_max_group_order,truncated,4,,2244,2244,,True,,,,{},0.9851187666342571,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
mnist_mlp_N3_W64_input_noise_monomial_weight,mnist_mlp_N3_W64_input_noise_monomial_weight_seed4205,mnist,mlp,3,64,input_noise,monomial_weight,4205,513,truncated_max_group_order,truncated,4,,180,180,,True,,,,{},0.94463431251199,[],"[{""quotient_name"": ""not_computed_large_or_truncated"", ""quotient_order"": null, ""status"": ""skipped""}]"
